OTU,Beta
ITSall_OTUa_13,-0.26735500611208896
ITSall_OTUa_1016,-0.12329576589039824
ITSall_OTUb_427,-0.16685340288304223
ITSall_OTUa_1011,-0.21887555701035752
ITSall_OTUa_151,-0.13213086986122963
ITSall_OTUa_666,-0.17491837671915186
ITSall_OTUb_152,-0.04808093141721805
ITSall_OTUc_54,-0.21401805020241815
ITSall_OTUc_95,-0.11256400705033455
ITSall_OTUa_1125,-0.17932874575708205
ITSall_OTUa_1703,-0.1169801398427918
ITSall_OTUa_172,-0.01392195509750512
ITSall_OTUa_1213,-0.21987932914824723
ITSall_OTUa_83,-0.2193352335103257
ITSall_OTUa_1184,-0.244294977633264
ITSall_OTUj_431,-0.08556302789437956
ITSall_OTUa_2854,-0.25215053306980784
ITSall_OTUf_2741,-0.19954779112069979
ITSall_OTUa_2791,-0.10646765375643276
ITSall_OTUf_2198,-0.1745324639016172
ITSall_OTUa_1135,-0.08970638550398165
ITSall_OTUm_6684,-0.045985796460555714
ITSall_OTUa_3097,-0.17442360208271424
ITSall_OTUa_1666,-0.09143477630157013
ITSall_OTUk_1888,-0.1813758906361529
ITSall_OTUi_4086,-0.1675180110839232
ITSall_OTUa_6066,0.10824401171565569
ITSall_OTUn_1190,-0.16675835185473487
ITSall_OTUb_29,-0.1658360909820799
ITSall_OTUa_2566,0.01200068325653469
ITSall_OTUa_329,0.0095128629063322
ITSall_OTUd_8863,0.03720275643177623
ITSall_OTUf_2782,0.04005760371485918
ITSall_OTUa_6930,0.03015872540161805
ITSall_OTUi_1393,0.03012305145727027
ITSall_OTUb_42,0.08368031792565936
ITSall_OTUe_3512,0.009883596170213104
ITSall_OTUh_930,0.1331071332654935
ITSall_OTUa_1129,0.08215876811408207
ITSall_OTUm_4343,0.01185997920395402
ITSall_OTUb_262,0.08559249796804332
ITSall_OTUa_1437,0.008435994415271281
ITSall_OTUa_2141,0.017486305129020465
ITSall_OTUf_136,0.07628682602325566
ITSall_OTUf_795,0.10373583693446173
ITSall_OTUc_450,0.009186744785083746
ITSall_OTUf_123,0.0735184295478934
ITSall_OTUa_3164,0.003159751255312296
ITSall_OTUa_10016,0.0404656090485615
ITSall_OTUh_445,0.06086689535798264
ITSall_OTUk_6546,0.011258998481864265
ITSall_OTUa_85,-0.015139692653363056
ITSall_OTUa_696,-0.1009506247407503
ITSall_OTUa_648,-0.02723240308354443
ITSall_OTUa_706,-0.06741060909925717
ITSall_OTUf_234,-0.003849094672046746
ITSall_OTUj_1031,-0.06348424755149239
ITSall_OTUa_70,4.841253713677422e-5
ITSall_OTUa_1676,0.07731894872338653
ITSall_OTUf_2349,0.08025040103125027
ITSall_OTUa_1864,0.044975339826109795
ITSall_OTUa_6082,0.0885665434103602
ITSall_OTUa_3949,0.02015991409544995
ITSall_OTUj_6212,0.07098255602709147
ITSall_OTUh_77,0.0465221766345105
ITSall_OTUh_52,0.022256847047521715
ITSall_OTUf_1877,0.026060287994494613
ITSall_OTUa_4206,0.08034667053561133
ITSall_OTUb_22,0.0732682011165339
ITSall_OTUe_461,0.04366283500359614
ITSall_OTUf_1268,-0.0019967067881038088
ITSall_OTUa_2161,0.0769126403532073
ITSall_OTUh_235,0.07819677047652988
ITSall_OTUh_48,0.008701960353288733
ITSall_OTUh_145,0.020270229011391243
ITSall_OTUk_4740,0.04446815015375828
ITSall_OTUm_3953,0.09069457105618187
ITSall_OTUf_2264,0.016858595833577315
ITSall_OTUj_23383,0.009620730265337442
ITSall_OTUf_3541,-0.010422264786245788
ITSall_OTUa_9872,-0.036821325753166205
ITSall_OTUa_5161,-0.012524651598705548
ITSall_OTUb_8315,-0.00393149973637397
ITSall_OTUn_4424,-0.00545858324727475
ITSall_OTUb_8845,-0.007169688959755682
ITSall_OTUa_5059,-0.014218453516143238
ITSall_OTUf_1031,-0.01674639923914137
ITSall_OTUa_248,0.03751969022474861
ITSall_OTUe_1527,-0.00856084140828194
ITSall_OTUj_26040,-0.011338949007538093
ITSall_OTUf_308,-0.008818955067060158
ITSall_OTUa_6430,-0.013330599699968424
ITSall_OTUj_16938,-0.007296466073651845
ITSall_OTUj_21782,-0.004958403956997942
ITSall_OTUa_3731,-0.015499594059143652
ITSall_OTUf_2235,-0.006853359183883266
ITSall_OTUh_123,-0.01070045928556537
ITSall_OTUa_7229,-0.004560628162027257
ITSall_OTUm_7394,-0.0029896490081354594
ITSall_OTUf_1077,0.0016034571061986865
ITSall_OTUa_934,-0.008000027420002432
ITSall_OTUa_2419,-0.010998350967949181
ITSall_OTUa_5250,-0.003175668816633295
ITSall_OTUa_636,-0.009272147758982167
ITSall_OTUe_3694,-0.01136247885102325
ITSall_OTUd_8790,-0.013660719555627483
ITSall_OTUb_2876,-0.042153402843325444
ITSall_OTUa_434,0.030490119920409127
ITSall_OTUk_1446,0.02875813479617861
ITSall_OTUm_1082,0.028783876755210294
ITSall_OTUf_2125,0.029872551932856425
ITSall_OTUa_1498,0.03053700130687326
ITSall_OTUa_1704,0.02988308525128811
ITSall_OTUk_811,0.03216170120422604
ITSall_OTUj_3624,0.04100604421406372
ITSall_OTUm_3756,0.028471285296615523
ITSall_OTUm_13451,0.028408156177669515
ITSall_OTUa_90,-0.09762567791886398
ITSall_OTUd_1875,-0.11984163879451941
ITSall_OTUa_688,-0.1257985617264114
ITSall_OTUa_2374,-0.12666578266426579
ITSall_OTUj_161,-0.12576882667226896
ITSall_OTUh_21,-0.1269830703681324
ITSall_OTUa_5253,-0.12364102658184625
ITSall_OTUa_130,-0.1223413758269499
ITSall_OTUf_3257,-0.11824127259399478
ITSall_OTUg_193,-0.14881134945095773
ITSall_OTUa_533,-0.13628719592895494
ITSall_OTUa_1737,-0.099395195286531
ITSall_OTUa_515,-0.057545961794198575
ITSall_OTUa_48,-0.19081331333982027
ITSall_OTUm_2998,-0.13366911582077243
ITSall_OTUa_10348,-0.13490974033694153
ITSall_OTUa_2561,-0.01741947437203538
ITSall_OTUm_1401,0.08209248947140568
ITSall_OTUj_155,0.14836844256338988
ITSall_OTUf_75,0.2709858081388272
ITSall_OTUb_944,0.44876518218974976
ITSall_OTUd_2843,0.08824023000113229
ITSall_OTUd_62,0.08083112696203353
ITSall_OTUn_605,0.18106317937222183
ITSall_OTUm_6301,-0.046898556804924676
ITSall_OTUm_39,0.11958017800553798
ITSall_OTUj_1432,0.12562166868880278
ITSall_OTUk_5623,0.08044871209028767
ITSall_OTUb_49,-0.2275373498987458
ITSall_OTUa_4555,-0.1459918557077061
ITSall_OTUj_3253,-0.05646638447957224
ITSall_OTUb_3024,-0.1439087260418577
ITSall_OTUf_540,0.06810932755251924
ITSall_OTUe_3526,-0.1581972931215358
ITSall_OTUm_6,-0.01691173052323059
ITSall_OTUj_255,-0.028022914110170802
ITSall_OTUb_87,-0.05588507791912789
ITSall_OTUa_24,-0.06658957000887007
ITSall_OTUb_1343,-0.05740631977975183
ITSall_OTUa_5137,-0.06385866303837409
ITSall_OTUj_5345,-0.06055728279643004
ITSall_OTUj_3122,-0.06434775310547361
ITSall_OTUb_3146,-0.06449138069490142
ITSall_OTUg_86,-0.14876766518054854
ITSall_OTUa_7612,-0.050949879253709085
ITSall_OTUj_464,-0.233735472159218
ITSall_OTUc_1019,-0.05618886772762077
ITSall_OTUa_3623,-0.06555207187675605
ITSall_OTUa_135,-0.09838301897831861
ITSall_OTUj_1470,-0.1319795430513645
ITSall_OTUn_2668,-0.05957405683237155
ITSall_OTUm_18,-0.056870845225459835
ITSall_OTUd_6737,-0.04830236050985342
ITSall_OTUc_2721,-0.12914030306194152
ITSall_OTUa_9251,-0.03364373950711249
ITSall_OTUj_4284,0.02530598275869305
ITSall_OTUj_26564,-0.06544948248175039
ITSall_OTUm_386,-0.07045352744752502
ITSall_OTUa_8584,-0.0238562687986682
ITSall_OTUa_797,-0.11004808349922295
ITSall_OTUj_504,-0.18336589039185122
ITSall_OTUa_994,-0.07128238322403936
ITSall_OTUa_8140,-0.07668774782475231
ITSall_OTUa_4922,-0.07316310460155338
ITSall_OTUj_20813,-0.019596352348965583
ITSall_OTUn_4986,-0.06763020759574541
ITSall_OTUj_13125,-0.21059388534940826
ITSall_OTUj_191,-0.0800558701459944
ITSall_OTUe_4441,-0.09466030919106068
ITSall_OTUj_119,-0.20770626662345917
ITSall_OTUa_255,-0.16080706304723466
ITSall_OTUj_10114,-0.20625720580231924
ITSall_OTUj_134,-0.213728971641387
ITSall_OTUf_3334,-0.14050582158230995
ITSall_OTUc_538,-0.21111996427544047
ITSall_OTUj_1730,-0.21091555767236736
ITSall_OTUj_665,-0.21145771726510643
ITSall_OTUj_7537,-0.213479383657417
ITSall_OTUj_9396,-0.20958831896794272
ITSall_OTUm_3610,-0.24501393450714656
ITSall_OTUj_15059,-0.15468277718725654
ITSall_OTUm_13336,-0.20284616493567392
ITSall_OTUj_931,-0.02167658731171174
ITSall_OTUa_831,0.09063044106771433
ITSall_OTUa_242,-0.0672883531183568
ITSall_OTUa_6100,0.04351988273161562
ITSall_OTUm_25,-0.02099247985287209
ITSall_OTUj_14525,-0.014476370061629466
ITSall_OTUj_33,-0.15036368376187
ITSall_OTUj_3782,-0.06113189230446345
ITSall_OTUa_8047,-0.23283040306827554
ITSall_OTUa_1866,-0.05917480329080597
ITSall_OTUa_3167,-0.22375340328180598
ITSall_OTUd_3376,-0.1691344340091256
ITSall_OTUj_2275,-0.13428124997331534
ITSall_OTUj_2,-0.0864669795849617
ITSall_OTUa_3548,-0.014089474036704238
ITSall_OTUa_586,-0.01572763594820719
ITSall_OTUj_240,-0.01806126589198215
ITSall_OTUa_581,-0.09365862428962642
ITSall_OTUa_2468,-0.020596114290514923
ITSall_OTUj_100,-0.10440194537198892
ITSall_OTUj_711,-0.016390709742059813
ITSall_OTUj_4835,-0.027821125173588004
ITSall_OTUj_732,-0.013381169772346557
ITSall_OTUj_927,0.06577173576942945
ITSall_OTUj_3441,-0.05806241637926093
ITSall_OTUm_108,-0.18744636762880532
ITSall_OTUm_4303,-0.04799836188404431
ITSall_OTUj_19780,-0.005283482387347883
ITSall_OTUj_24,-0.09197035330350953
ITSall_OTUj_24420,-0.053661342774119665
ITSall_OTUf_2693,0.021537432094561864
ITSall_OTUm_1834,0.014286604090440528
ITSall_OTUm_2367,0.02261331412018215
ITSall_OTUj_18526,0.013012369875788136
ITSall_OTUm_2633,0.05166069074540499
ITSall_OTUf_1573,-0.030085133050412483
ITSall_OTUf_1221,0.02440734186644776
ITSall_OTUa_69,0.04925529244457504
ITSall_OTUm_1055,-0.03359911177460568
ITSall_OTUm_38,0.054565633245887334
ITSall_OTUm_13994,0.06354859355866974
ITSall_OTUm_41,-0.10654547097012387
ITSall_OTUa_1553,-0.06469009240856897
ITSall_OTUf_986,0.0944089713567286
ITSall_OTUc_2734,0.029533457079957897
ITSall_OTUa_579,0.1001846830045057
ITSall_OTUf_452,0.3365836028871659
ITSall_OTUf_25,0.10797001409926056
ITSall_OTUf_82,-0.017448943116688802
ITSall_OTUj_2644,-0.002351605074498186
ITSall_OTUf_9,-0.2125331814210442
ITSall_OTUj_75,-0.12252753485014033
ITSall_OTUf_149,-0.08435224981826456
ITSall_OTUa_1598,-0.15117435793602124
ITSall_OTUf_842,-0.15043946732833077
ITSall_OTUf_1029,-0.15359005981698393
ITSall_OTUf_142,-0.14888000728798517
ITSall_OTUf_1033,-0.15002401424931067
ITSall_OTUf_74,-0.1590104014791904
ITSall_OTUb_6162,-0.14673883940262974
ITSall_OTUa_7420,-0.1455558692985075
ITSall_OTUa_9461,-0.15052753710592137
ITSall_OTUj_687,-0.1478053049784772
ITSall_OTUj_12,-0.15618955538242907
ITSall_OTUm_247,-0.14029871032366587
ITSall_OTUa_762,-0.15346555580235358
ITSall_OTUa_7949,-0.15851245359145888
ITSall_OTUf_257,-0.07773469982639758
ITSall_OTUf_171,-0.1493169070609997
ITSall_OTUa_10353,-0.14652129438006611
ITSall_OTUn_1107,-0.14712426071227133
ITSall_OTUn_929,-0.15398208729811544
ITSall_OTUn_7506,-0.1531818674677651
ITSall_OTUa_1090,-0.1371918892590791
ITSall_OTUj_7866,-0.14297596318407488
ITSall_OTUj_18403,-0.15321576823784766
ITSall_OTUj_2560,-0.0650099298450122
ITSall_OTUa_1255,0.020253232645851188
ITSall_OTUb_7786,0.019530393192726175
ITSall_OTUa_8467,-0.16197318667859295
ITSall_OTUm_849,-0.14964827557601143
ITSall_OTUj_7748,-0.037205465061286316
ITSall_OTUf_619,-0.16033182985847858
ITSall_OTUf_128,-0.08121995873117309
ITSall_OTUj_7654,-0.018063731359125673
ITSall_OTUj_9981,-0.034383243860111164
ITSall_OTUj_143,-0.17234829994387588
ITSall_OTUf_1972,-0.11538438218382821
ITSall_OTUf_223,-0.015837247354983958
ITSall_OTUf_68,-0.08675537798014446
ITSall_OTUf_647,-0.10972846859751459
ITSall_OTUj_1167,-0.1726837089741972
ITSall_OTUa_226,-0.16515846787712593
ITSall_OTUa_460,0.10397723110951405
ITSall_OTUf_1896,0.1465830796473172
ITSall_OTUf_145,0.05761566450750308
ITSall_OTUf_20,0.17571120579543784
ITSall_OTUf_148,-0.05486000351826423
ITSall_OTUf_220,-0.0571719597391445
ITSall_OTUf_266,-0.12299934639281446
ITSall_OTUf_67,-0.013510882466287845
ITSall_OTUf_1121,0.096247420158668745
ITSall_OTUf_506,0.0022476201659051213
ITSall_OTUf_84,-0.12630797742109748
ITSall_OTUf_719,-0.014659996232890046
ITSall_OTUf_1947,-0.031733286376216446
ITSall_OTUa_820,0.001182790513368092
ITSall_OTUf_56,0.0017795531552439704
ITSall_OTUb_420,0.0013342709255307892
ITSall_OTUf_395,0.13884835679639726
ITSall_OTUc_347,0.06224716700238777
ITSall_OTUf_409,0.01297204559757796
ITSall_OTUf_1864,0.007111384331301172
ITSall_OTUf_11,-0.001895044997679229
ITSall_OTUa_1035,0.001141185856614788
ITSall_OTUf_2136,0.02857117559307051
ITSall_OTUf_122,0.06647444518535471
ITSall_OTUf_1333,7.382568342107487e-4
ITSall_OTUj_325,-0.12052207128967506
ITSall_OTUa_3492,-0.11284246403897928
ITSall_OTUf_117,0.04387443125746408
ITSall_OTUf_646,-0.08768575060827982
ITSall_OTUf_320,0.03506447908978459
ITSall_OTUa_5187,0.08619114810610173
ITSall_OTUj_1364,0.08557657594269333
ITSall_OTUa_1564,0.027760043437466804
ITSall_OTUm_4889,0.13948626657504393
ITSall_OTUj_16486,-0.0521304691268683
ITSall_OTUf_129,0.18101614160891843
ITSall_OTUj_23243,0.13568752549212457
ITSall_OTUf_160,0.0019722225711195323
ITSall_OTUf_3057,-0.14738490542166355
ITSall_OTUf_245,-0.1490067991576017
ITSall_OTUj_13140,0.1310019985270945
ITSall_OTUj_8798,0.06977833835011146
ITSall_OTUd_942,0.06919558108549434
ITSall_OTUa_289,0.025421395506951345
ITSall_OTUa_124,0.01760177044523977
ITSall_OTUa_6596,0.011028409486855996
ITSall_OTUf_1099,0.016338899765502776
ITSall_OTUm_12230,0.017120981633862283
ITSall_OTUf_2572,0.014930227629054302
ITSall_OTUm_10182,0.007761437953562828
ITSall_OTUj_5510,0.015154971323452199
ITSall_OTUe_1702,0.020048507756719503
ITSall_OTUa_7590,0.01536514172536822
ITSall_OTUm_4579,0.011233261223643416
ITSall_OTUj_19268,0.02646289700544408
ITSall_OTUj_20410,0.01898473110250196
ITSall_OTUm_5534,-0.14615320905984544
ITSall_OTUc_1423,-0.1560902129862965
ITSall_OTUf_166,-0.14582184884815422
ITSall_OTUa_1974,-0.143218791568926
ITSall_OTUj_6419,-0.14094036198647528
ITSall_OTUj_15220,0.08621402264675236
ITSall_OTUm_12702,0.08632643539891784
ITSall_OTUf_2939,-0.0795825302138523
ITSall_OTUj_7641,-0.07081732743576662
ITSall_OTUf_722,-0.07599890218904698
ITSall_OTUf_1009,-0.06768445306354827
ITSall_OTUf_235,-0.06890375716642773
ITSall_OTUm_13110,0.13029037203848526
ITSall_OTUa_1513,-0.07116314593708292
ITSall_OTUa_337,-0.20121193991958364
ITSall_OTUj_18500,-0.040551860546698223
ITSall_OTUa_7,-0.24039654342417838
ITSall_OTUa_985,-0.20105612462928454
ITSall_OTUa_407,-0.1960168254086018
ITSall_OTUa_2752,0.06403276677088951
ITSall_OTUj_887,0.030418123582901992
ITSall_OTUb_8483,0.01452776687732251
ITSall_OTUa_4326,0.0743419612395806
ITSall_OTUj_9341,0.019975406877987507
ITSall_OTUe_657,-0.11480693999189209
ITSall_OTUa_1589,-0.10394742949066413
ITSall_OTUa_250,-0.12934658419716172
ITSall_OTUj_187,0.12078450944319667
ITSall_OTUb_5056,0.06308794339547212
ITSall_OTUd_1995,0.13982045672335605
ITSall_OTUd_6649,0.09857572447863067
ITSall_OTUa_4674,-0.017142851761772788
ITSall_OTUj_1746,0.25572512319821283
ITSall_OTUj_15633,0.030821441206560378
ITSall_OTUa_3103,-0.04735746676182509
ITSall_OTUj_28087,-0.04649708730227362
ITSall_OTUa_4625,0.08404778315931061
ITSall_OTUj_5096,-0.061166781080249893
ITSall_OTUj_383,-0.17451996122425048
ITSall_OTUa_4,-0.060108766214143385
ITSall_OTUb_1011,-0.052840012318083183
ITSall_OTUm_461,-0.05649536326312573
ITSall_OTUm_6714,0.06179290641804671
ITSall_OTUb_7479,-0.05603854632884683
ITSall_OTUa_80,-0.05072895611531053
ITSall_OTUg_116,-0.1952316445997932
ITSall_OTUj_165,-0.0625447833997781
ITSall_OTUa_485,-0.32645810115035995
ITSall_OTUm_916,-0.27071132648024127
ITSall_OTUa_68,-0.20292804972235295
ITSall_OTUj_1867,-0.20737774771909478
ITSall_OTUa_3228,-0.2484456573637574
ITSall_OTUj_1399,-0.3199409818404832
ITSall_OTUj_7379,-0.3288195609896778
ITSall_OTUa_6600,-0.28851849204588714
ITSall_OTUa_10308,-0.08602305449299738
ITSall_OTUa_32,-0.22214227723860214
ITSall_OTUa_1039,-0.22342434164447433
ITSall_OTUj_12987,-0.22471767202032086
ITSall_OTUj_16546,-0.2289824189688254
ITSall_OTUa_2909,-0.05606947139030445
ITSall_OTUa_5074,0.017424221752549762
ITSall_OTUj_676,0.021686025490298532
ITSall_OTUj_497,-0.005090990267846742
ITSall_OTUb_82,0.11990703784129236
ITSall_OTUb_156,-0.03241866434379728
ITSall_OTUm_56,0.06069385867218057
ITSall_OTUm_2382,0.05828650367595112
ITSall_OTUj_763,-0.18693191144601512
ITSall_OTUb_8103,-0.0967497505371343
ITSall_OTUm_183,0.1262390902962067
ITSall_OTUk_1382,-0.05669360409371336
ITSall_OTUj_2388,-0.21305303106234064
ITSall_OTUm_6699,-0.15808756918084238
ITSall_OTUn_12163,-0.14680733679685437
ITSall_OTUm_638,-0.15471307501827933
ITSall_OTUb_381,-0.10349979082447802
ITSall_OTUj_10109,-0.11243911234018877
ITSall_OTUb_4980,-0.08458689395882409
ITSall_OTUj_15583,-0.09217619359406908
ITSall_OTUj_1627,-0.11317364560132416
ITSall_OTUa_783,0.17472327895400833
ITSall_OTUj_5788,0.169712430427536
ITSall_OTUa_4308,0.144502939393497
ITSall_OTUn_893,-0.0703472645836225
ITSall_OTUi_989,0.009061192240037855
ITSall_OTUm_1199,0.017962954278602422
ITSall_OTUj_236,-0.13993465445510206
ITSall_OTUn_2515,0.08657124699449839
ITSall_OTUe_5365,-0.08530288684726904
