Plot,ITSall_OTUa_13,ITSall_OTUa_1016,ITSall_OTUb_427,ITSall_OTUa_1011,ITSall_OTUa_151,ITSall_OTUa_666,ITSall_OTUb_152,ITSall_OTUc_54,ITSall_OTUc_95,ITSall_OTUa_1125,ITSall_OTUa_1703,ITSall_OTUa_172,ITSall_OTUa_1213,ITSall_OTUa_83,ITSall_OTUa_1184,ITSall_OTUj_431,ITSall_OTUa_2854,ITSall_OTUf_2741,ITSall_OTUa_2791,ITSall_OTUf_2198,ITSall_OTUa_1135,ITSall_OTUm_6684,ITSall_OTUa_3097,ITSall_OTUa_1666,ITSall_OTUk_1888,ITSall_OTUi_4086,ITSall_OTUa_6066,ITSall_OTUn_1190,ITSall_OTUb_29,ITSall_OTUa_2566,ITSall_OTUa_329,ITSall_OTUd_8863,ITSall_OTUf_2782,ITSall_OTUa_6930,ITSall_OTUi_1393,ITSall_OTUb_42,ITSall_OTUe_3512,ITSall_OTUh_930,ITSall_OTUa_1129,ITSall_OTUm_4343,ITSall_OTUb_262,ITSall_OTUa_1437,ITSall_OTUa_2141,ITSall_OTUf_136,ITSall_OTUf_795,ITSall_OTUc_450,ITSall_OTUf_123,ITSall_OTUa_3164,ITSall_OTUa_10016,ITSall_OTUh_445,ITSall_OTUk_6546,ITSall_OTUa_85,ITSall_OTUa_696,ITSall_OTUa_648,ITSall_OTUa_706,ITSall_OTUf_234,ITSall_OTUj_1031,ITSall_OTUa_70,ITSall_OTUa_1676,ITSall_OTUf_2349,ITSall_OTUa_1864,ITSall_OTUa_6082,ITSall_OTUa_3949,ITSall_OTUj_6212,ITSall_OTUh_77,ITSall_OTUh_52,ITSall_OTUf_1877,ITSall_OTUa_4206,ITSall_OTUb_22,ITSall_OTUe_461,ITSall_OTUf_1268,ITSall_OTUa_2161,ITSall_OTUh_235,ITSall_OTUh_48,ITSall_OTUh_145,ITSall_OTUk_4740,ITSall_OTUm_3953,ITSall_OTUf_2264,ITSall_OTUj_23383,ITSall_OTUf_3541,ITSall_OTUa_9872,ITSall_OTUa_5161,ITSall_OTUb_8315,ITSall_OTUn_4424,ITSall_OTUb_8845,ITSall_OTUa_5059,ITSall_OTUf_1031,ITSall_OTUa_248,ITSall_OTUe_1527,ITSall_OTUj_26040,ITSall_OTUf_308,ITSall_OTUa_6430,ITSall_OTUj_16938,ITSall_OTUj_21782,ITSall_OTUa_3731,ITSall_OTUf_2235,ITSall_OTUh_123,ITSall_OTUa_7229,ITSall_OTUm_7394,ITSall_OTUf_1077,ITSall_OTUa_934,ITSall_OTUa_2419,ITSall_OTUa_5250,ITSall_OTUa_636,ITSall_OTUe_3694,ITSall_OTUd_8790,ITSall_OTUb_2876,ITSall_OTUa_434,ITSall_OTUk_1446,ITSall_OTUm_1082,ITSall_OTUf_2125,ITSall_OTUa_1498,ITSall_OTUa_1704,ITSall_OTUk_811,ITSall_OTUj_3624,ITSall_OTUm_3756,ITSall_OTUm_13451,ITSall_OTUa_90,ITSall_OTUd_1875,ITSall_OTUa_688,ITSall_OTUa_2374,ITSall_OTUj_161,ITSall_OTUh_21,ITSall_OTUa_5253,ITSall_OTUa_130,ITSall_OTUf_3257,ITSall_OTUg_193,ITSall_OTUa_533,ITSall_OTUa_1737,ITSall_OTUa_515,ITSall_OTUa_48,ITSall_OTUm_2998,ITSall_OTUa_10348,ITSall_OTUa_2561,ITSall_OTUm_1401,ITSall_OTUj_155,ITSall_OTUf_75,ITSall_OTUb_944,ITSall_OTUd_2843,ITSall_OTUd_62,ITSall_OTUn_605,ITSall_OTUm_6301,ITSall_OTUm_39,ITSall_OTUj_1432,ITSall_OTUk_5623,ITSall_OTUb_49,ITSall_OTUa_4555,ITSall_OTUj_3253,ITSall_OTUb_3024,ITSall_OTUf_540,ITSall_OTUe_3526,ITSall_OTUm_6,ITSall_OTUj_255,ITSall_OTUb_87,ITSall_OTUa_24,ITSall_OTUb_1343,ITSall_OTUa_5137,ITSall_OTUj_5345,ITSall_OTUj_3122,ITSall_OTUb_3146,ITSall_OTUg_86,ITSall_OTUa_7612,ITSall_OTUj_464,ITSall_OTUc_1019,ITSall_OTUa_3623,ITSall_OTUa_135,ITSall_OTUj_1470,ITSall_OTUn_2668,ITSall_OTUm_18,ITSall_OTUd_6737,ITSall_OTUc_2721,ITSall_OTUa_9251,ITSall_OTUj_4284,ITSall_OTUj_26564,ITSall_OTUm_386,ITSall_OTUa_8584,ITSall_OTUa_797,ITSall_OTUj_504,ITSall_OTUa_994,ITSall_OTUa_8140,ITSall_OTUa_4922,ITSall_OTUj_20813,ITSall_OTUn_4986,ITSall_OTUj_13125,ITSall_OTUj_191,ITSall_OTUe_4441,ITSall_OTUj_119,ITSall_OTUa_255,ITSall_OTUj_10114,ITSall_OTUj_134,ITSall_OTUf_3334,ITSall_OTUc_538,ITSall_OTUj_1730,ITSall_OTUj_665,ITSall_OTUj_7537,ITSall_OTUj_9396,ITSall_OTUm_3610,ITSall_OTUj_15059,ITSall_OTUm_13336,ITSall_OTUj_931,ITSall_OTUa_831,ITSall_OTUa_242,ITSall_OTUa_6100,ITSall_OTUm_25,ITSall_OTUj_14525,ITSall_OTUj_33,ITSall_OTUj_3782,ITSall_OTUa_8047,ITSall_OTUa_1866,ITSall_OTUa_3167,ITSall_OTUd_3376,ITSall_OTUj_2275,ITSall_OTUj_2,ITSall_OTUa_3548,ITSall_OTUa_586,ITSall_OTUj_240,ITSall_OTUa_581,ITSall_OTUa_2468,ITSall_OTUj_100,ITSall_OTUj_711,ITSall_OTUj_4835,ITSall_OTUj_732,ITSall_OTUj_927,ITSall_OTUj_3441,ITSall_OTUm_108,ITSall_OTUm_4303,ITSall_OTUj_19780,ITSall_OTUj_24,ITSall_OTUj_24420,ITSall_OTUf_2693,ITSall_OTUm_1834,ITSall_OTUm_2367,ITSall_OTUj_18526,ITSall_OTUm_2633,ITSall_OTUf_1573,ITSall_OTUf_1221,ITSall_OTUa_69,ITSall_OTUm_1055,ITSall_OTUm_38,ITSall_OTUm_13994,ITSall_OTUm_41,ITSall_OTUa_1553,ITSall_OTUf_986,ITSall_OTUc_2734,ITSall_OTUa_579,ITSall_OTUf_452,ITSall_OTUf_25,ITSall_OTUf_82,ITSall_OTUj_2644,ITSall_OTUf_9,ITSall_OTUj_75,ITSall_OTUf_149,ITSall_OTUa_1598,ITSall_OTUf_842,ITSall_OTUf_1029,ITSall_OTUf_142,ITSall_OTUf_1033,ITSall_OTUf_74,ITSall_OTUb_6162,ITSall_OTUa_7420,ITSall_OTUa_9461,ITSall_OTUj_687,ITSall_OTUj_12,ITSall_OTUm_247,ITSall_OTUa_762,ITSall_OTUa_7949,ITSall_OTUf_257,ITSall_OTUf_171,ITSall_OTUa_10353,ITSall_OTUn_1107,ITSall_OTUn_929,ITSall_OTUn_7506,ITSall_OTUa_1090,ITSall_OTUj_7866,ITSall_OTUj_18403,ITSall_OTUj_2560,ITSall_OTUa_1255,ITSall_OTUb_7786,ITSall_OTUa_8467,ITSall_OTUm_849,ITSall_OTUj_7748,ITSall_OTUf_619,ITSall_OTUf_128,ITSall_OTUj_7654,ITSall_OTUj_9981,ITSall_OTUj_143,ITSall_OTUf_1972,ITSall_OTUf_223,ITSall_OTUf_68,ITSall_OTUf_647,ITSall_OTUj_1167,ITSall_OTUa_226,ITSall_OTUa_460,ITSall_OTUf_1896,ITSall_OTUf_145,ITSall_OTUf_20,ITSall_OTUf_148,ITSall_OTUf_220,ITSall_OTUf_266,ITSall_OTUf_67,ITSall_OTUf_1121,ITSall_OTUf_506,ITSall_OTUf_84,ITSall_OTUf_719,ITSall_OTUf_1947,ITSall_OTUa_820,ITSall_OTUf_56,ITSall_OTUb_420,ITSall_OTUf_395,ITSall_OTUc_347,ITSall_OTUf_409,ITSall_OTUf_1864,ITSall_OTUf_11,ITSall_OTUa_1035,ITSall_OTUf_2136,ITSall_OTUf_122,ITSall_OTUf_1333,ITSall_OTUj_325,ITSall_OTUa_3492,ITSall_OTUf_117,ITSall_OTUf_646,ITSall_OTUf_320,ITSall_OTUa_5187,ITSall_OTUj_1364,ITSall_OTUa_1564,ITSall_OTUm_4889,ITSall_OTUj_16486,ITSall_OTUf_129,ITSall_OTUj_23243,ITSall_OTUf_160,ITSall_OTUf_3057,ITSall_OTUf_245,ITSall_OTUj_13140,ITSall_OTUj_8798,ITSall_OTUd_942,ITSall_OTUa_289,ITSall_OTUa_124,ITSall_OTUa_6596,ITSall_OTUf_1099,ITSall_OTUm_12230,ITSall_OTUf_2572,ITSall_OTUm_10182,ITSall_OTUj_5510,ITSall_OTUe_1702,ITSall_OTUa_7590,ITSall_OTUm_4579,ITSall_OTUj_19268,ITSall_OTUj_20410,ITSall_OTUm_5534,ITSall_OTUc_1423,ITSall_OTUf_166,ITSall_OTUa_1974,ITSall_OTUj_6419,ITSall_OTUj_15220,ITSall_OTUm_12702,ITSall_OTUf_2939,ITSall_OTUj_7641,ITSall_OTUf_722,ITSall_OTUf_1009,ITSall_OTUf_235,ITSall_OTUm_13110,ITSall_OTUa_1513,ITSall_OTUa_337,ITSall_OTUj_18500,ITSall_OTUa_7,ITSall_OTUa_985,ITSall_OTUa_407,ITSall_OTUa_2752,ITSall_OTUj_887,ITSall_OTUb_8483,ITSall_OTUa_4326,ITSall_OTUj_9341,ITSall_OTUe_657,ITSall_OTUa_1589,ITSall_OTUa_250,ITSall_OTUj_187,ITSall_OTUb_5056,ITSall_OTUd_1995,ITSall_OTUd_6649,ITSall_OTUa_4674,ITSall_OTUj_1746,ITSall_OTUj_15633,ITSall_OTUa_3103,ITSall_OTUj_28087,ITSall_OTUa_4625,ITSall_OTUj_5096,ITSall_OTUj_383,ITSall_OTUa_4,ITSall_OTUb_1011,ITSall_OTUm_461,ITSall_OTUm_6714,ITSall_OTUb_7479,ITSall_OTUa_80,ITSall_OTUg_116,ITSall_OTUj_165,ITSall_OTUa_485,ITSall_OTUm_916,ITSall_OTUa_68,ITSall_OTUj_1867,ITSall_OTUa_3228,ITSall_OTUj_1399,ITSall_OTUj_7379,ITSall_OTUa_6600,ITSall_OTUa_10308,ITSall_OTUa_32,ITSall_OTUa_1039,ITSall_OTUj_12987,ITSall_OTUj_16546,ITSall_OTUa_2909,ITSall_OTUa_5074,ITSall_OTUj_676,ITSall_OTUj_497,ITSall_OTUb_82,ITSall_OTUb_156,ITSall_OTUm_56,ITSall_OTUm_2382,ITSall_OTUj_763,ITSall_OTUb_8103,ITSall_OTUm_183,ITSall_OTUk_1382,ITSall_OTUj_2388,ITSall_OTUm_6699,ITSall_OTUn_12163,ITSall_OTUm_638,ITSall_OTUb_381,ITSall_OTUj_10109,ITSall_OTUb_4980,ITSall_OTUj_15583,ITSall_OTUj_1627,ITSall_OTUa_783,ITSall_OTUj_5788,ITSall_OTUa_4308,ITSall_OTUn_893,ITSall_OTUi_989,ITSall_OTUm_1199,ITSall_OTUj_236,ITSall_OTUn_2515,ITSall_OTUe_5365
NSS01,9170,302,17,44,11,14,35,41,60,47,38,305,58,60,48,1453,51,16,36,12,78,23,67,38,28,31,50,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,42,5766,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSS05,308,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,15,0,0,0,0,0,11,70,19,273,35,22,123,455,189,154,300,33,48,14,29,68,13,12,13,10,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSS04,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,128,12,12,10,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSS08,1900,0,0,0,0,0,0,0,0,0,0,44,0,0,0,298,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,293,31,0,28,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,75,580,24,195,81,18,26,146,59,13,33,52,58,11,46,13,43,24,41,28,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,153,86,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSS06,603,28,0,0,0,0,0,0,0,0,36,187,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,32,866,65,96,35,0,101,113,0,34,28,0,14,19,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,1282,22,0,0,30,0,0,0,0,51,0,0,0,0,0,99,42,0,0,28,30,50,54,66,65,128,13,10,61,32,31,60,11,206,271,15,99,77,16,57,19,14,33,13,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
