OTU,kingdom,phylum,class,order,family,genus,species,exploration_type,guild,guild2
ITSall_OTUm_39,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_1432,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Labyrinthomyces,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUk_5623,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Labyrinthomyces,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUb_49,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_4555,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_3253,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,NA,short-distance_coarse,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUb_3024,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_540,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,NA,mat,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUe_3526,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_6,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_255,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,NA,mat,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUb_87,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,NA,long-distance,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_24,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,Descomyces_albus,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUb_1343,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_5137,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_5345,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_3122,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUb_3146,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUg_86,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_7612,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_464,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_umerensis,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUc_1019,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_3623,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,short-distance_coarse,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_135,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_1470,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUn_2668,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_18,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUd_6737,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUc_2721,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_eucalypti,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_9251,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_4284,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_26564,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,NA,Orchid Mycorrhizal,Orchid Mycorrhizal
ITSall_OTUm_386,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descolea,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_8584,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,Laccaria_alba,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_797,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,NA,mat,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_504,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_walpolensis,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_994,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_8140,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_4922,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma_aminophilum,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_20813,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_cruentoides,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUn_4986,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_13125,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulina,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_191,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUe_4441,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_119,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,NA,short-distance_coarse,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_255,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,NA,short-distance_coarse,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_10114,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_134,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,NA,mat,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_3334,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUc_538,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_1730,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,NA,Orchid Mycorrhizal,Orchid Mycorrhizal
ITSall_OTUj_665,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_xenosma,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_7537,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_9396,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_3610,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulina,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_15059,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_13336,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_931,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_831,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,NA,Orchid Mycorrhizal,Orchid Mycorrhizal
ITSall_OTUa_242,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_6100,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_25,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_atrisquamosa,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_14525,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_atrisquamosa,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_33,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_pseudoareolata,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_3782,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_8047,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulina,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_1866,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_3167,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_kapila,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUd_3376,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_2275,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_3548,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_vermifera,NA,Orchid Mycorrhizal,Orchid Mycorrhizal
ITSall_OTUa_586,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_240,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_581,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_2468,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_luteobrunnea,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_100,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_711,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_4835,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_archeri,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_732,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_927,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,NA,mat,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_3441,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_108,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_4303,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_19780,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,NA,mat,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_24,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_24420,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,NA,mat,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_2693,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_1834,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_2367,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_18526,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,short-distance_coarse,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_2633,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1573,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_1221,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_69,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_1055,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_38,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_13994,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_41,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_1553,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,NA,Orchid Mycorrhizal,Orchid Mycorrhizal
ITSall_OTUf_986,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUc_2734,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,NA,long-distance,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_579,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,NA,long-distance,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_452,Fungi,Glomeromycota,NA,NA,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_25,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_82,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_2644,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_75,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_149,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_1598,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_842,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1029,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_142,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1033,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_74,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_6162,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_7420,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_9461,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_lateritia,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_687,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_roseopileata,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_12,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_australiensis,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_247,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_762,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,NA,long-distance,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_7949,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_257,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_171,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_10353,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUn_1107,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUn_929,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUn_7506,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_1090,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,NA,Orchid Mycorrhizal,Orchid Mycorrhizal
ITSall_OTUj_7866,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_18403,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,NA,Orchid Mycorrhizal,Orchid Mycorrhizal
ITSall_OTUj_2560,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_1255,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,NA,long-distance,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUb_7786,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_8467,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_849,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Reddellomyces,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_7748,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
