OTU,kingdom,phylum,class,order,family,genus,species,exploration_type,guild,guild2
ITSall_OTUf_619,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_128,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_7654,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_9981,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_143,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_1972,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_223,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_68,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_647,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_1167,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_226,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_460,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1896,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_145,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_20,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_148,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_220,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_266,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_67,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1121,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_506,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_84,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_719,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1947,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_820,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_56,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_420,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_395,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUc_347,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_409,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1864,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_11,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_1035,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_2136,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_122,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1333,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_325,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_3492,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_117,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_646,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Dominikia_disticha,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_320,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_5187,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_1364,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Reddellomyces,NA,contact,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_1564,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUm_4889,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_16486,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_custos,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_129,Fungi,Glomeromycota,NA,NA,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_23243,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus_albus,long-distance,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_160,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_3057,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_245,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_13140,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,short-distance_coarse,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_8798,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUd_942,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,short-distance_coarse,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_289,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,short-distance_coarse,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_124,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_6596,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1099,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_12230,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_2572,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_10182,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,NA,mat,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_5510,Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUe_1702,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_7590,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_4579,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_19268,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_20410,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_5534,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUc_1423,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus_arhizus,long-distance,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUf_166,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_1974,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_6419,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUj_15220,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_12702,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_2939,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_7641,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_722,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1009,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_235,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_13110,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,EctoMycorrhizal
ITSall_OTUa_1513,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_337,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_18500,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_7,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_985,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite-Plant Saprotroph-Wood Saprotroph,EctoMycorrhizal
ITSall_OTUa_407,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,Pezoloma_ericae,NA,Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal,EctoMycorrhizal
ITSall_OTUa_2752,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUj_887,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUb_8483,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_4326,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,NA,medium-distance_smooth,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_9341,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUe_657,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_1589,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_250,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_187,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUb_5056,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,Thelephora_terrestris,medium-distance_smooth,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUd_1995,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Myxotrichum,Myxotrichum_setosum,NA,Ericoid Mycorrhizal-Undefined Saprotroph,Ericoid Mycorrhizal
ITSall_OTUd_6649,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,NA,medium-distance_smooth,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_4674,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_1746,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_15633,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_3103,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_28087,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,contact,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_4625,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_5096,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,contact,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_383,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_4,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUb_1011,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,contact,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUm_461,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUm_6714,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUb_7479,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_80,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUg_116,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_165,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_485,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUm_916,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_68,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_1867,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_3228,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_1399,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,contact,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_7379,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,contact,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_6600,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUa_10308,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_32,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,contact,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_1039,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUj_12987,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,contact,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_16546,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUa_2909,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,NA,NA,NA,Bryophyte Parasite-Ectomycorrhizal-Litter Saprotroph-Wood Saprotroph,EctoMycorrhizal
ITSall_OTUa_5074,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_676,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Bonomyces,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUj_497,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUb_82,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita_marmorata,contact,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUb_156,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUm_56,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUm_2382,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_763,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUb_8103,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUm_183,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUk_1382,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,NA,medium-distance_smooth,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_2388,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
