OTU,kingdom,phylum,class,order,family,genus,species,exploration_type,guild,guild2
ITSall_OTUm_6699,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUn_12163,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUm_638,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUb_381,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUj_10109,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUb_4980,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUj_15583,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUj_1627,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUa_783,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUj_5788,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUa_4308,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,NA,NA,NA,Bryophyte Parasite-Ectomycorrhizal-Litter Saprotroph-Wood Saprotroph,EctoMycorrhizal
ITSall_OTUn_893,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUi_989,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUm_1199,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUj_236,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUn_2515,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,Ectomycorrhizal-Undefined Saprotroph,EctoMycorrhizal
ITSall_OTUe_5365,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA,Ectomycorrhizal-Fungal Parasite,EctoMycorrhizal
ITSall_OTUa_13,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUb_427,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_90,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUc_718,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUd_1875,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUm_14021,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_598,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,Gigaspora_margarita,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_9,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,Gigaspora_margarita,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_56,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_2048,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_830,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_1273,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_14806,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_137,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_433,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_6451,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_3688,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_120,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_85,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,short-distance_coarse,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_151,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUb_8123,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_2374,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Tubariomyces,NA,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_161,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_dewrangia,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_130,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUf_3257,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_6317,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_3137,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Dentiscutata,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_889,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_7407,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_6744,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_579,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,NA,long-distance,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_720,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,NA,long-distance,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUf_2344,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_37,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_3636,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_4354,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUc_2700,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_851,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Ambisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_1001,Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_696,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_hjortstamiana,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_6570,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Ambisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_484,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1328,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_431,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Setchelliogaster,Setchelliogaster_australiensis,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_1031,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,NA,long-distance,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUn_1462,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_9946,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_329,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUf_1054,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_33,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_314,Fungi,Glomeromycota,NA,NA,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_7997,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_3628,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_49,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUb_87,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,NA,long-distance,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_1676,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_distincta,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_562,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_10,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_490,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_8798,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_677,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUh_157,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_871,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_2670,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_165,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUe_7465,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUh_792,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_1530,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUe_2933,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUe_3490,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUe_1887,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_5149,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUe_1855,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_6649,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_587,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1117,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_79,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Ambisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_95,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_855,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_9055,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUb_208,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUe_5861,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_10415,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_2740,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUe_4757,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_340,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Ambisporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUe_3411,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUh_860,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_5263,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUn_5597,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUe_2548,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_4640,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_3001,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_7447,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_17852,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_79,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_6100,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_982,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_286,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_1432,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Labyrinthomyces,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUf_89,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUk_5623,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Labyrinthomyces,NA,contact,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_7068,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUc_1423,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus_arhizus,long-distance,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUf_1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_1017,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUm_39,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,medium-distance_fringe,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUn_6831,Fungi,Glomeromycota,NA,NA,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUg_193,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_caesibulga,medium-distance_fringe,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_10034,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUc_48,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_1509,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUm_7979,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUk_3923,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_3612,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_903,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUf_2942,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUc_2734,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,NA,long-distance,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_70,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,short-distance_coarse,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUb_153,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUj_1167,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_5231,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,NA,NA,NA,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
ITSall_OTUa_135,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUf_3334,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,medium-distance_smooth,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUj_5994,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,short-distance_delicate,Ectomycorrhizal,Ectomycorrhizal
ITSall_OTUa_762,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,NA,long-distance,Ectomycorrhizal,Ectomycorrhizal
